,name,number,year,sex
2399,julen,332,2004,M
2400,julio,330,2004,M
2401,eneko,320,2004,M
2402,omar,319,2004,M
2403,adam,309,2004,M
2404,ferran,307,2004,M
2405,nil,305,2004,M
2406,ibai,302,2004,M
2407,xabier,301,2004,M
2408,alonso,298,2004,M
2409,israel,293,2004,M
2410,yago,278,2004,M
2411,arturo,274,2004,M
2412,edgar,273,2004,M
2413,ian,270,2004,M
2414,emilio,269,2004,M
2415,vicente,268,2004,M
2416,juan francisco,260,2004,M
2417,eloy,258,2004,M
2418,josep,257,2004,M
2419,oier,256,2004,M
2420,abraham,255,2004,M
2421,julian,255,2004,M
2422,jose carlos,249,2004,M
2423,brais,246,2004,M
2424,jaume,246,2004,M
2425,adan,243,2004,M
2426,jairo,243,2004,M
2427,alexander,242,2004,M
2428,markel,241,2004,M
2429,sebastian,241,2004,M
2430,biel,240,2004,M
2431,moises,240,2004,M
2432,elias,238,2004,M
2433,iago,238,2004,M
2434,gorka,237,2004,M
2435,mauro,220,2004,M
2436,denis,218,2004,M
2437,alejandro,7173,2005,M
2438,daniel,6459,2005,M
2439,pablo,6254,2005,M
2440,david,5992,2005,M
2441,adrian,4822,2005,M
2442,javier,4601,2005,M
2443,alvaro,4374,2005,M
2444,sergio,3659,2005,M
2445,carlos,3229,2005,M
2446,marcos,3149,2005,M
2447,ivan,3131,2005,M
2448,hugo,3054,2005,M
2449,diego,2896,2005,M
2450,jorge,2824,2005,M
2451,miguel,2785,2005,M
2452,manuel,2685,2005,M
2453,mario,2553,2005,M
2454,raul,2412,2005,M
2455,antonio,2312,2005,M
2456,ruben,2243,2005,M
2457,victor,2116,2005,M
2458,marc,2043,2005,M
2459,juan,1992,2005,M
2460,iker,1972,2005,M
2461,samuel,1896,2005,M
2462,alex,1873,2005,M
2463,alberto,1802,2005,M
2464,jesus,1736,2005,M
2465,angel,1726,2005,M
2466,nicolas,1626,2005,M
2467,francisco,1586,2005,M
2468,oscar,1577,2005,M
2469,jaime,1572,2005,M
2470,hector,1564,2005,M
2471,jose,1562,2005,M
2472,pau,1424,2005,M
2473,ismael,1344,2005,M
2474,guillermo,1275,2005,M
2475,pedro,1271,2005,M
2476,joel,1246,2005,M
2477,ignacio,1232,2005,M
2478,luis,1227,2005,M
2479,miguel angel,1220,2005,M
2480,gonzalo,1205,2005,M
2481,izan,1199,2005,M
2482,rafael,1184,2005,M
2483,gabriel,1172,2005,M
2484,aaron,1077,2005,M
2485,andres,1030,2005,M
2486,fernando,1019,2005,M
2487,francisco javier,1015,2005,M
2488,lucas,1010,2005,M
2489,jose antonio,989,2005,M
2490,cristian,982,2005,M
2491,pol,981,2005,M
2492,rodrigo,974,2005,M
2493,jose manuel,929,2005,M
2494,aitor,884,2005,M
2495,joan,879,2005,M
2496,santiago,839,2005,M
2497,martin,819,2005,M
2498,eduardo,815,2005,M
2499,eric,802,2005,M
2500,arnau,797,2005,M
2501,roberto,796,2005,M
2502,unai,779,2005,M
2503,enrique,753,2005,M
2504,jordi,720,2005,M
2505,asier,701,2005,M
2506,adria,660,2005,M
2507,mohamed,644,2005,M
2508,jose luis,635,2005,M
2509,juan jose,635,2005,M
2510,jose maria,612,2005,M
2511,marco,612,2005,M
2512,sergi,612,2005,M
2513,gerard,588,2005,M
2514,jan,560,2005,M
2515,juan manuel,546,2005,M
2516,oriol,541,2005,M
2517,kevin,540,2005,M
2518,christian,521,2005,M
2519,yeray,516,2005,M
2520,juan carlos,510,2005,M
2521,juan antonio,507,2005,M
2522,marti,487,2005,M
2523,mateo,487,2005,M
2524,dario,479,2005,M
2525,xavier,471,2005,M
2526,guillem,465,2005,M
2527,isaac,456,2005,M
2528,joaquin,452,2005,M
2529,aleix,448,2005,M
2530,ander,431,2005,M
2531,bruno,429,2005,M
2532,adam,427,2005,M
2533,jon,419,2005,M
2534,mikel,415,2005,M
2535,francisco jose,413,2005,M
2536,aimar,402,2005,M
2537,alejandro,7581,2006,M
2538,daniel,6800,2006,M
2539,pablo,6432,2006,M
2540,david,6005,2006,M
2541,adrian,5011,2006,M
2542,alvaro,4575,2006,M
2543,javier,4485,2006,M
2544,sergio,4048,2006,M
2545,hugo,3976,2006,M
2546,diego,3248,2006,M
2547,carlos,3241,2006,M
2548,marcos,3187,2006,M
2549,mario,3059,2006,M
2550,ivan,3011,2006,M
2551,manuel,2953,2006,M
2552,miguel,2860,2006,M
2553,jorge,2821,2006,M
2554,ruben,2531,2006,M
2555,iker,2479,2006,M
2556,raul,2476,2006,M
2557,victor,2462,2006,M
2558,antonio,2334,2006,M
2559,juan,2171,2006,M
2560,hector,2141,2006,M
2561,marc,2138,2006,M
2562,samuel,2077,2006,M
2563,alex,1921,2006,M
2564,jesus,1822,2006,M
2565,oscar,1818,2006,M
2566,alberto,1791,2006,M
2567,nicolas,1765,2006,M
2568,angel,1723,2006,M
2569,jaime,1695,2006,M
2570,jose,1653,2006,M
2571,francisco,1602,2006,M
2572,gonzalo,1545,2006,M
2573,guillermo,1545,2006,M
2574,izan,1525,2006,M
2575,pau,1514,2006,M
2576,lucas,1510,2006,M
2577,gabriel,1454,2006,M
2578,ismael,1362,2006,M
2579,joel,1353,2006,M
2580,pedro,1349,2006,M
2581,rodrigo,1339,2006,M
2582,ignacio,1335,2006,M
2583,aaron,1321,2006,M
2584,luis,1258,2006,M
2585,miguel angel,1174,2006,M
2586,rafael,1158,2006,M
2587,fernando,1082,2006,M
2588,cristian,1050,2006,M
2589,francisco javier,1037,2006,M
2590,andres,1011,2006,M
2591,aitor,1005,2006,M
2592,pol,980,2006,M
2593,joan,963,2006,M
2594,arnau,952,2006,M
2595,martin,934,2006,M
2596,jose antonio,925,2006,M
2597,eric,921,2006,M
2598,jose manuel,897,2006,M
2599,mohamed,856,2006,M
2600,dario,842,2006,M
2601,unai,824,2006,M
2602,santiago,815,2006,M
2603,roberto,791,2006,M
2604,eduardo,788,2006,M
2605,asier,773,2006,M
2606,enrique,762,2006,M
2607,jordi,758,2006,M
2608,marco,711,2006,M
2609,mateo,696,2006,M
2610,adria,691,2006,M
2611,adam,688,2006,M
2612,oriol,657,2006,M
2613,marti,614,2006,M
2614,juan jose,610,2006,M
2615,jan,609,2006,M
2616,gerard,589,2006,M
2617,kevin,587,2006,M
2618,sergi,586,2006,M
2619,biel,571,2006,M
2620,jose luis,568,2006,M
2621,christian,555,2006,M
2622,juan manuel,553,2006,M
2623,jose maria,534,2006,M
2624,guillem,527,2006,M
2625,isaac,525,2006,M
2626,xavier,524,2006,M
2627,yeray,524,2006,M
2628,aimar,518,2006,M
2629,juan antonio,506,2006,M
2630,erik,505,2006,M
2631,joaquin,480,2006,M
2632,bruno,478,2006,M
2633,saul,477,2006,M
2634,juan carlos,472,2006,M
2635,roger,469,2006,M
2636,francisco jose,455,2006,M
2637,daniel,6755,2007,M
2638,alejandro,6739,2007,M
2639,pablo,5606,2007,M
2640,david,5507,2007,M
2641,adrian,5038,2007,M
2642,alvaro,4892,2007,M
2643,hugo,4331,2007,M
2644,javier,4148,2007,M
2645,diego,3553,2007,M
2646,sergio,3530,2007,M
2647,marcos,3113,2007,M
2648,jorge,2939,2007,M
2649,ivan,2895,2007,M
2650,carlos,2852,2007,M
2651,manuel,2781,2007,M
2652,mario,2736,2007,M
2653,miguel,2567,2007,M
2654,iker,2509,2007,M
2655,ruben,2318,2007,M
2656,antonio,2291,2007,M
2657,raul,2239,2007,M
2658,victor,2041,2007,M
2659,juan,2028,2007,M
2660,marc,1966,2007,M
2661,lucas,1941,2007,M
2662,alex,1865,2007,M
2663,hector,1841,2007,M
2664,samuel,1836,2007,M
2665,nicolas,1798,2007,M
2666,jesus,1687,2007,M
2667,guillermo,1631,2007,M
2668,angel,1618,2007,M
2669,alberto,1565,2007,M
2670,gonzalo,1511,2007,M
2671,izan,1508,2007,M
2672,jose,1475,2007,M
2673,francisco,1458,2007,M
2674,jaime,1447,2007,M
2675,oscar,1418,2007,M
2676,pau,1404,2007,M
2677,rodrigo,1333,2007,M
2678,gabriel,1332,2007,M
2679,ismael,1329,2007,M
2680,aaron,1312,2007,M
2681,luis,1230,2007,M
2682,aitor,1208,2007,M
2683,pedro,1196,2007,M
2684,joel,1085,2007,M
2685,rafael,1083,2007,M
2686,miguel angel,1079,2007,M
2687,ignacio,1058,2007,M
2688,eric,1049,2007,M
2689,fernando,1031,2007,M
2690,mohamed,977,2007,M
2691,pol,952,2007,M
2692,cristian,951,2007,M
2693,andres,940,2007,M
2694,martin,939,2007,M
2695,unai,914,2007,M
2696,dario,909,2007,M
2697,francisco javier,892,2007,M
2698,arnau,887,2007,M
2699,joan,878,2007,M
2700,adam,868,2007,M
2701,jose antonio,847,2007,M
2702,mateo,838,2007,M
2703,asier,817,2007,M
2704,santiago,817,2007,M
2705,jose manuel,800,2007,M
2706,eduardo,799,2007,M
2707,roberto,728,2007,M
2708,marco,723,2007,M
2709,enrique,712,2007,M
2710,jordi,641,2007,M
2711,jan,635,2007,M
2712,marti,619,2007,M
2713,oriol,592,2007,M
2714,adria,588,2007,M
2715,juan jose,586,2007,M
2716,bruno,575,2007,M
2717,jose luis,573,2007,M
2718,biel,547,2007,M
2719,yeray,534,2007,M
2720,gerard,531,2007,M
2721,guillem,528,2007,M
2722,erik,503,2007,M
2723,kevin,503,2007,M
2724,sergi,499,2007,M
2725,saul,496,2007,M
2726,joaquin,494,2007,M
2727,juan manuel,488,2007,M
2728,jose maria,486,2007,M
2729,christian,472,2007,M
2730,aleix,471,2007,M
2731,isaac,470,2007,M
2732,juan antonio,465,2007,M
2733,cesar,461,2007,M
2734,aimar,458,2007,M
2735,ander,443,2007,M
2736,xavier,442,2007,M
2737,daniel,6580,2008,M
2738,alejandro,6478,2008,M
2739,pablo,5911,2008,M
2740,david,5385,2008,M
2741,adrian,5330,2008,M
2742,hugo,5162,2008,M
2743,alvaro,5034,2008,M
2744,javier,4091,2008,M
2745,diego,3506,2008,M
2746,sergio,3401,2008,M
2747,marcos,3182,2008,M
2748,ivan,3161,2008,M
2749,iker,3086,2008,M
2750,manuel,2918,2008,M
2751,mario,2856,2008,M
2752,jorge,2826,2008,M
2753,carlos,2823,2008,M
2754,miguel,2684,2008,M
2755,ruben,2439,2008,M
2756,antonio,2316,2008,M
2757,raul,2254,2008,M
2758,lucas,2177,2008,M
2759,nicolas,2057,2008,M
2760,juan,2050,2008,M
2761,marc,2028,2008,M
2762,victor,2003,2008,M
2763,aitor,1902,2008,M
2764,angel,1902,2008,M
2765,alex,1896,2008,M
2766,hector,1862,2008,M
2767,samuel,1826,2008,M
2768,rodrigo,1794,2008,M
2769,izan,1736,2008,M
2770,guillermo,1693,2008,M
2771,jesus,1693,2008,M
2772,gonzalo,1632,2008,M
2773,alberto,1557,2008,M
2774,jose,1524,2008,M
2775,francisco,1512,2008,M
2776,aaron,1506,2008,M
2777,gabriel,1448,2008,M
2778,oscar,1423,2008,M
2779,jaime,1406,2008,M
2780,pau,1348,2008,M
2781,luis,1307,2008,M
2782,pedro,1256,2008,M
2783,adam,1227,2008,M
2784,ismael,1211,2008,M
2785,rafael,1179,2008,M
2786,miguel angel,1135,2008,M
2787,mohamed,1122,2008,M
2788,joel,1103,2008,M
2789,martin,1088,2008,M
2790,fernando,1058,2008,M
2791,ignacio,1055,2008,M
2792,eric,1030,2008,M
2793,dario,1008,2008,M
2794,andres,981,2008,M
2795,unai,969,2008,M
2796,pol,960,2008,M
2797,mateo,957,2008,M
2798,cristian,919,2008,M
2799,arnau,909,2008,M
2800,francisco javier,875,2008,M
2801,asier,845,2008,M
2802,jose antonio,842,2008,M
2803,jose manuel,834,2008,M
2804,joan,827,2008,M
2805,enrique,823,2008,M
2806,marco,800,2008,M
2807,bruno,796,2008,M
2808,santiago,792,2008,M
2809,eduardo,764,2008,M
2810,jan,749,2008,M
2811,roberto,720,2008,M
2812,jordi,667,2008,M
2813,biel,664,2008,M
2814,marti,640,2008,M
2815,juan jose,631,2008,M
2816,adria,606,2008,M
2817,oriol,589,2008,M
2818,saul,584,2008,M
2819,isaac,566,2008,M
2820,christian,542,2008,M
2821,jose luis,537,2008,M
2822,kevin,529,2008,M
2823,erik,522,2008,M
2824,juan manuel,518,2008,M
2825,yeray,516,2008,M
2826,guillem,501,2008,M
2827,gerard,495,2008,M
2828,sergi,486,2008,M
2829,aleix,485,2008,M
2830,eneko,476,2008,M
2831,cesar,470,2008,M
2832,juan antonio,467,2008,M
2833,aimar,464,2008,M
2834,roger,457,2008,M
2835,joaquin,446,2008,M
2836,jose maria,446,2008,M
2837,daniel,6227,2009,M
2838,alejandro,5895,2009,M
2839,pablo,5700,2009,M
2840,hugo,5205,2009,M
2841,alvaro,4842,2009,M
2842,adrian,4799,2009,M
2843,david,4689,2009,M
2844,javier,3619,2009,M
2845,sergio,3279,2009,M
2846,diego,3218,2009,M
2847,ivan,3049,2009,M
2848,mario,2929,2009,M
2849,marcos,2916,2009,M
2850,iker,2856,2009,M
2851,manuel,2727,2009,M
2852,carlos,2606,2009,M
2853,jorge,2585,2009,M
2854,miguel,2473,2009,M
2855,samuel,2368,2009,M
2856,lucas,2286,2009,M
2857,ruben,2073,2009,M
2858,antonio,2068,2009,M
2859,nicolas,2015,2009,M
2860,aitor,1953,2009,M
2861,marc,1948,2009,M
2862,victor,1910,2009,M
2863,raul,1879,2009,M
2864,juan,1876,2009,M
2865,hector,1872,2009,M
2866,alex,1819,2009,M
2867,angel,1810,2009,M
2868,izan,1803,2009,M
2869,gonzalo,1711,2009,M
2870,rodrigo,1545,2009,M
2871,guillermo,1489,2009,M
2872,jesus,1469,2009,M
2873,gabriel,1401,2009,M
2874,jose,1352,2009,M
2875,alberto,1337,2009,M
2876,francisco,1331,2009,M
2877,adam,1321,2009,M
2878,pau,1316,2009,M
2879,aaron,1292,2009,M
2880,mateo,1289,2009,M
2881,jaime,1269,2009,M
2882,martin,1264,2009,M
2883,pedro,1259,2009,M
2884,oscar,1224,2009,M
2885,luis,1189,2009,M
2886,ismael,1153,2009,M
2887,rafael,1136,2009,M
2888,mohamed,1108,2009,M
2889,eric,1087,2009,M
2890,unai,1040,2009,M
2891,dario,966,2009,M
2892,fernando,960,2009,M
2893,ignacio,954,2009,M
2894,pol,935,2009,M
2895,bruno,922,2009,M
2896,joel,917,2009,M
2897,miguel angel,905,2009,M
2898,cristian,898,2009,M
2899,arnau,875,2009,M
2900,andres,862,2009,M
2901,asier,847,2009,M
2902,marco,817,2009,M
2903,joan,806,2009,M
2904,erik,791,2009,M
2905,francisco javier,753,2009,M
2906,santiago,752,2009,M
2907,jose manuel,741,2009,M
2908,rayan,718,2009,M
2909,enrique,700,2009,M
2910,biel,678,2009,M
2911,jose antonio,676,2009,M
2912,marti,674,2009,M
2913,saul,644,2009,M
2914,eduardo,642,2009,M
2915,isaac,630,2009,M
2916,jan,626,2009,M
2917,jordi,624,2009,M
2918,roberto,624,2009,M
2919,adria,584,2009,M
2920,oriol,560,2009,M
2921,gerard,548,2009,M
2922,juan jose,506,2009,M
2923,guillem,502,2009,M
2924,omar,492,2009,M
2925,christian,489,2009,M
2926,leo,477,2009,M
2927,juan manuel,475,2009,M
2928,aleix,468,2009,M
2929,cesar,467,2009,M
2930,roger,460,2009,M
2931,jose luis,458,2009,M
2932,yeray,458,2009,M
2933,jose maria,447,2009,M
2934,sergi,447,2009,M
2935,mikel,444,2009,M
2936,kevin,440,2009,M
2937,daniel,6020,2010,M
2938,alejandro,6006,2010,M
2939,pablo,5243,2010,M
2940,hugo,5135,2010,M
2941,alvaro,4630,2010,M
2942,adrian,4522,2010,M
2943,david,4424,2010,M
2944,javier,3453,2010,M
2945,diego,3424,2010,M
2946,mario,2915,2010,M
2947,marcos,2901,2010,M
2948,sergio,2843,2010,M
2949,iker,2795,2010,M
2950,ivan,2654,2010,M
2951,manuel,2529,2010,M
2952,jorge,2404,2010,M
2953,aitor,2362,2010,M
2954,miguel,2324,2010,M
2955,carlos,2301,2010,M
2956,samuel,2274,2010,M
2957,lucas,2265,2010,M
2958,nicolas,2100,2010,M
2959,ruben,1958,2010,M
2960,marc,1948,2010,M
2961,izan,1931,2010,M
2962,antonio,1920,2010,M
2963,gonzalo,1905,2010,M
2964,alex,1847,2010,M
2965,juan,1802,2010,M
2966,victor,1801,2010,M
2967,hector,1785,2010,M
2968,raul,1775,2010,M
2969,angel,1771,2010,M
2970,mateo,1505,2010,M
2971,gabriel,1501,2010,M
2972,martin,1474,2010,M
2973,guillermo,1440,2010,M
2974,rodrigo,1421,2010,M
2975,jesus,1416,2010,M
2976,aaron,1407,2010,M
2977,adam,1377,2010,M
2978,alberto,1333,2010,M
2979,jose,1301,2010,M
2980,pau,1259,2010,M
2981,jaime,1251,2010,M
2982,pedro,1233,2010,M
2983,dario,1206,2010,M
2984,francisco,1203,2010,M
2985,eric,1194,2010,M
2986,oscar,1133,2010,M
2987,luis,1095,2010,M
2988,unai,1091,2010,M
2989,mohamed,1079,2010,M
2990,ismael,1064,2010,M
2991,rafael,1057,2010,M
2992,bruno,973,2010,M
2993,fernando,924,2010,M
2994,joel,906,2010,M
2995,pol,898,2010,M
2996,ignacio,888,2010,M
2997,andres,874,2010,M
2998,asier,853,2010,M
2999,cristian,847,2010,M
3000,arnau,833,2010,M
3001,rayan,821,2010,M
3002,miguel angel,803,2010,M
3003,marco,801,2010,M
3004,erik,769,2010,M
3005,joan,762,2010,M
3006,santiago,746,2010,M
3007,biel,707,2010,M
3008,jose antonio,704,2010,M
3009,marti,702,2010,M
3010,gerard,672,2010,M
3011,enrique,657,2010,M
3012,jose manuel,656,2010,M
3013,jan,649,2010,M
3014,francisco javier,639,2010,M
3015,eduardo,637,2010,M
3016,leo,616,2010,M
3017,roberto,605,2010,M
3018,jordi,592,2010,M
3019,isaac,587,2010,M
3020,alonso,584,2010,M
3021,saul,558,2010,M
3022,oliver,547,2010,M
3023,omar,525,2010,M
3024,oriol,520,2010,M
3025,adria,495,2010,M
3026,aleix,479,2010,M
3027,guillem,474,2010,M
3028,ian,466,2010,M
3029,cesar,459,2010,M
3030,yeray,458,2010,M
3031,mikel,454,2010,M
3032,juan jose,442,2010,M
3033,jon,436,2010,M
3034,nil,425,2010,M
3035,arturo,419,2010,M
3036,joaquin,419,2010,M
3038,alejandro,5879,2011,M
3039,daniel,5858,2011,M
3040,pablo,4980,2011,M
3041,hugo,4871,2011,M
3042,alvaro,4372,2011,M
3043,adrian,4248,2011,M
3044,david,4167,2011,M
3045,diego,3361,2011,M
3046,javier,3325,2011,M
3047,mario,3047,2011,M
3048,sergio,2775,2011,M
3049,marcos,2722,2011,M
3050,manuel,2556,2011,M
3051,iker,2535,2011,M
3052,nicolas,2444,2011,M
3053,jorge,2330,2011,M
3054,ivan,2277,2011,M
3055,carlos,2237,2011,M
3056,miguel,2136,2011,M
3057,lucas,2122,2011,M
3058,ruben,2067,2011,M
3059,aitor,2007,2011,M
3060,marc,1947,2011,M
3061,antonio,1890,2011,M
3062,gonzalo,1836,2011,M
3063,izan,1801,2011,M
3064,samuel,1791,2011,M
3065,alex,1782,2011,M
3066,juan,1725,2011,M
3067,angel,1686,2011,M
3068,hector,1685,2011,M
3069,victor,1680,2011,M
3070,martin,1632,2011,M
3071,mateo,1606,2011,M
3072,raul,1603,2011,M
3073,guillermo,1454,2011,M
3074,eric,1430,2011,M
3075,gabriel,1413,2011,M
3076,rodrigo,1388,2011,M
3077,dario,1375,2011,M
3078,aaron,1350,2011,M
3079,adam,1325,2011,M
3080,jesus,1291,2011,M
3081,jose,1243,2011,M
3082,francisco,1240,2011,M
3083,pedro,1228,2011,M
3084,alberto,1216,2011,M
3085,jaime,1208,2011,M
3086,pau,1164,2011,M
3087,unai,1158,2011,M
3088,leo,1097,2011,M
3089,bruno,1067,2011,M
3090,luis,1014,2011,M
3091,oscar,1012,2011,M
3092,joel,960,2011,M
3093,marco,946,2011,M
3094,mohamed,945,2011,M
3095,rafael,937,2011,M
3096,ismael,918,2011,M
3097,andres,900,2011,M
3098,fernando,855,2011,M
3099,ignacio,836,2011,M
3100,arnau,802,2011,M
3101,asier,795,2011,M
3102,pol,783,2011,M
3103,gerard,781,2011,M
3104,cristian,760,2011,M
3105,miguel angel,751,2011,M
3106,erik,742,2011,M
3107,oliver,719,2011,M
3108,rayan,716,2011,M
3109,santiago,699,2011,M
3110,biel,695,2011,M
3111,marti,684,2011,M
3112,joan,682,2011,M
3113,alonso,677,2011,M
3114,jan,630,2011,M
3115,enrique,611,2011,M
3116,eduardo,607,2011,M
3117,francisco javier,595,2011,M
3118,jose antonio,588,2011,M
3119,isaac,582,2011,M
3120,oriol,576,2011,M
3121,roberto,555,2011,M
3122,aleix,551,2011,M
3123,saul,537,2011,M
3124,jose manuel,532,2011,M
3125,nil,524,2011,M
3126,adria,520,2011,M
3127,yago,510,2011,M
3128,jordi,500,2011,M
3129,ian,482,2011,M
3130,omar,449,2011,M
3131,guillem,443,2011,M
3132,cesar,441,2011,M
3133,gael,439,2011,M
3134,yeray,439,2011,M
3135,jon,431,2011,M
3136,ander,419,2011,M
3137,juan jose,418,2011,M
3138,daniel,6234,2012,M
3139,hugo,5984,2012,M
3140,alejandro,5744,2012,M
3141,pablo,5658,2012,M
3142,alvaro,5111,2012,M
3143,adrian,4698,2012,M
3144,david,4369,2012,M
3145,diego,3619,2012,M
3146,mario,3575,2012,M
3147,javier,3371,2012,M
3148,marcos,2897,2012,M
3149,manuel,2888,2012,M
3150,sergio,2840,2012,M
3151,nicolas,2808,2012,M
3152,iker,2694,2012,M
3153,lucas,2651,2012,M
3154,ivan,2447,2012,M
3155,carlos,2416,2012,M
3156,miguel,2338,2012,M
3157,jorge,2304,2012,M
3158,martin,2225,2012,M
3159,marc,2188,2012,M
